eeacellcode	specieskey	species	datasetkey	countrycode	basisofrecord	COUNT(*)	isCitizenScience
10kmE387N316	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	2	0
10kmE381N313	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	BE	HUMAN_OBSERVATION	3	0
10kmE386N312	3048831	Cakile maritima	271c444f-f8d8-4986-b748-e7367755c0c1	BE	HUMAN_OBSERVATION	2	1
10kmE401N296	3048831	Cakile maritima	b740eaa0-0679-41dc-acb7-990d562dfa37	BE	PRESERVED_SPECIMEN	2	0
10kmE393N324	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	15	0
10kmE265N192	3048831	Cakile maritima	2bf7b2c0-34dc-4458-8ee4-4f99fac03b33	PT	HUMAN_OBSERVATION	2	1
10kmE273N210	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	1	0
10kmE275N173	3048831	Cakile maritima	835ac57e-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE387N314	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	3	1
10kmE396N331	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	1	0
10kmE397N335	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	NL	HUMAN_OBSERVATION	4	0
10kmE581N183	3048831	Cakile maritima	857cea12-f762-11e1-a439-00145eb45e9a	TR	PRESERVED_SPECIMEN	1	0
10kmE264N196	3048831	Cakile maritima	835ac57e-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE274N173	3048831	Cakile maritima	4cf3eec1-b902-40c9-b15b-05c5fe5928b6	PT	HUMAN_OBSERVATION	2	0
10kmE382N313	3048831	Cakile maritima	271c444f-f8d8-4986-b748-e7367755c0c1	BE	HUMAN_OBSERVATION	1	1
10kmE408N338	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	59	1
10kmE265N192	3048831	Cakile maritima	4cf3eec1-b902-40c9-b15b-05c5fe5928b6	PT	HUMAN_OBSERVATION	2	0
10kmE388N319	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	6	0
10kmE391N321	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	10	0
10kmE399N325	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	1	0
10kmE263N195	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	1	0
10kmE277N174	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	PT	HUMAN_OBSERVATION	8	0
10kmE394N321	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	NL	HUMAN_OBSERVATION	1	0
10kmE264N175	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	PT	HUMAN_OBSERVATION	1	0
10kmE265N191	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	2	0
10kmE402N336	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	1	0
10kmE269N175	3048831	Cakile maritima	834c9918-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE386N316	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	11	0
10kmE264N175	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	2	1
10kmE400N314	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	1	1
10kmE400N333	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	2	0
10kmE402N338	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	1	1
10kmE264N175	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	2	1
10kmE577N230	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	BG	HUMAN_OBSERVATION	2	1
10kmE276N218	3048831	Cakile maritima	2bf7b2c0-34dc-4458-8ee4-4f99fac03b33	PT	HUMAN_OBSERVATION	3	1
10kmE395N329	3048831	Cakile maritima	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	NL	HUMAN_OBSERVATION	3	1
10kmE402N338	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	48	1
10kmE267N184	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	2	1
10kmE388N316	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	8	0
10kmE390N318	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	2	0
10kmE395N326	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	237	1
10kmE400N337	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	16	0
10kmE264N177	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	4	1
10kmE381N314	3048831	Cakile maritima	bfc6fe18-77c7-4ede-a555-9207d60d1d86	BE	HUMAN_OBSERVATION	218	1
10kmE390N316	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	1	1
10kmE393N325	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	8	0
10kmE398N333	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	2	1
10kmE265N179	3048831	Cakile maritima	835ac57e-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	2	0
10kmE270N212	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	1	1
10kmE271N174	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	PT	HUMAN_OBSERVATION	3	0
10kmE388N316	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	46	0
10kmE396N332	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	7	0
10kmE264N196	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	2	1
10kmE390N316	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	23	1
10kmE396N330	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	7	1
10kmE400N335	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	17	1
10kmE411N331	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	1	0
10kmE267N186	3048831	Cakile maritima	4cf3eec1-b902-40c9-b15b-05c5fe5928b6	PT	HUMAN_OBSERVATION	2	0
10kmE277N228	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	1	0
10kmE393N323	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	234	1
10kmE396N333	3048831	Cakile maritima	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	NL	HUMAN_OBSERVATION	2	1
10kmE389N320	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	12	0
10kmE391N322	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	14	0
10kmE396N330	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	76	1
10kmE400N330	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	1	0
10kmE615N172	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	TR	HUMAN_OBSERVATION	1	1
10kmE267N185	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	1	0
10kmE381N314	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	BE	HUMAN_OBSERVATION	2	0
10kmE388N318	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	3	1
10kmE391N320	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	3	1
10kmE269N175	3048831	Cakile maritima	835852b2-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE389N320	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	5	0
10kmE403N336	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	1	0
10kmE270N205	3048831	Cakile maritima	835ac57e-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE271N176	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	1	1
10kmE274N214	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	3	0
10kmE388N318	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	387	1
10kmE391N320	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	101	1
10kmE397N335	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	7	0
10kmE268N190	3048831	Cakile maritima	4cf3eec1-b902-40c9-b15b-05c5fe5928b6	PT	HUMAN_OBSERVATION	2	0
10kmE386N317	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	5	0
10kmE622N178	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	TR	HUMAN_OBSERVATION	1	1
10kmE392N314	3048831	Cakile maritima	bfc6fe18-77c7-4ede-a555-9207d60d1d86	BE	HUMAN_OBSERVATION	1	1
10kmE265N200	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	4	1
10kmE401N333	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	2	0
10kmE386N315	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	124	1
10kmE264N176	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	PT	HUMAN_OBSERVATION	1	0
10kmE276N224	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	PT	HUMAN_OBSERVATION	1	0
10kmE381N314	3048831	Cakile maritima	271c444f-f8d8-4986-b748-e7367755c0c1	BE	HUMAN_OBSERVATION	388	1
10kmE384N315	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	BE	HUMAN_OBSERVATION	5	1
10kmE267N183	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	PT	HUMAN_OBSERVATION	1	0
10kmE268N191	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	4	0
10kmE408N324	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	1	1
10kmE273N173	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	2	0
10kmE401N337	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	12	0
10kmE265N179	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	4	1
10kmE381N314	3048831	Cakile maritima	b740eaa0-0679-41dc-acb7-990d562dfa37	BE	PRESERVED_SPECIMEN	10	0
10kmE394N325	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	9	0
10kmE391N318	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	8	0
10kmE396N328	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	3	1
10kmE401N337	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	18	0
10kmE404N329	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	1	0
10kmE272N208	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	1	1
10kmE394N325	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	7	0
10kmE267N175	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	1	1
10kmE272N173	3048831	Cakile maritima	835ac57e-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	5	0
10kmE275N215	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	3	1
10kmE276N226	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	3	1
10kmE397N332	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	3	0
10kmE268N188	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	1	1
10kmE389N320	3048831	Cakile maritima	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	NL	HUMAN_OBSERVATION	1	1
10kmE391N318	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	7	1
10kmE392N322	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	5	0
10kmE405N338	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	61	1
10kmE399N337	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	116	1
10kmE400N328	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	2	1
10kmE403N337	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	1	0
10kmE265N194	3048831	Cakile maritima	837acfc2-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE268N188	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	1	1
10kmE270N205	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	1	1
10kmE384N314	3048831	Cakile maritima	bfc6fe18-77c7-4ede-a555-9207d60d1d86	BE	HUMAN_OBSERVATION	5	1
10kmE392N314	3048831	Cakile maritima	271c444f-f8d8-4986-b748-e7367755c0c1	BE	HUMAN_OBSERVATION	1	1
10kmE392N322	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	6	0
10kmE394N327	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	1	1
10kmE396N321	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	1	1
10kmE273N212	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	6	1
10kmE397N334	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	11	1
10kmE400N328	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	106	1
10kmE387N317	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	19	0
10kmE394N327	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	472	1
10kmE403N335	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	1	1
10kmE265N176	3048831	Cakile maritima	2bf7b2c0-34dc-4458-8ee4-4f99fac03b33	PT	HUMAN_OBSERVATION	1	1
10kmE276N219	3048831	Cakile maritima	835ac57e-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE397N334	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	733	1
10kmE387N317	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	11	0
10kmE263N197	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	1	1
10kmE266N176	3048831	Cakile maritima	835ac57e-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE268N175	3048831	Cakile maritima	85714c48-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE389N313	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	1	0
10kmE393N314	3048831	Cakile maritima	271c444f-f8d8-4986-b748-e7367755c0c1	BE	PRESERVED_SPECIMEN	1	1
10kmE265N193	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	9	1
10kmE392N324	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	36	1
10kmE577N241	3048831	Cakile maritima	54f946aa-2ca9-4a51-9ee5-011219e0381e	BG	PRESERVED_SPECIMEN	1	0
10kmE394N320	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	4	1
10kmE395N331	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	42	1
10kmE383N315	3048831	Cakile maritima	940821c0-3269-11df-855a-b8a03c50a862	BE	HUMAN_OBSERVATION	7	0
10kmE390N321	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	2	1
10kmE397N334	3048831	Cakile maritima	a307e4d7-1de2-4adc-95d5-a0a8d5f57236	NL	PRESERVED_SPECIMEN	1	0
10kmE399N326	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	1	0
10kmE401N337	3048831	Cakile maritima	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	NL	HUMAN_OBSERVATION	1	1
10kmE388N313	3048831	Cakile maritima	271c444f-f8d8-4986-b748-e7367755c0c1	BE	HUMAN_OBSERVATION	1	1
10kmE402N337	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	24	0
10kmE621N179	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	TR	HUMAN_OBSERVATION	3	1
10kmE276N227	3048831	Cakile maritima	962cceea-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE387N319	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	13	1
10kmE390N321	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	314	1
10kmE581N183	3048831	Cakile maritima	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	TR	HUMAN_OBSERVATION	1	1
10kmE272N173	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	22	1
10kmE276N225	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	PT	HUMAN_OBSERVATION	1	0
10kmE277N174	3048831	Cakile maritima	835ac57e-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE389N315	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	42	1
10kmE398N332	3048831	Cakile maritima	20e3fcbb-c285-49ee-a93d-cc6ccd06ca9e	NL	HUMAN_OBSERVATION	3	0
10kmE621N179	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	TR	HUMAN_OBSERVATION	1	1
10kmE384N314	3048831	Cakile maritima	271c444f-f8d8-4986-b748-e7367755c0c1	BE	HUMAN_OBSERVATION	1	1
10kmE388N313	3048831	Cakile maritima	b740eaa0-0679-41dc-acb7-990d562dfa37	BE	PRESERVED_SPECIMEN	1	0
10kmE580N256	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	RO	HUMAN_OBSERVATION	1	1
10kmE272N173	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	5	1
10kmE401N294	3048831	Cakile maritima	b740eaa0-0679-41dc-acb7-990d562dfa37	BE	PRESERVED_SPECIMEN	1	0
10kmE263N195	3048831	Cakile maritima	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	PT	HUMAN_OBSERVATION	1	1
10kmE276N173	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	1	0
10kmE385N316	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	31	1
10kmE395N329	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	18	0
10kmE404N337	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	2	0
10kmE384N314	3048831	Cakile maritima	b740eaa0-0679-41dc-acb7-990d562dfa37	BE	PRESERVED_SPECIMEN	1	0
10kmE393N324	3048831	Cakile maritima	15738fee-78b1-4751-bcc1-cbf7139c68de	NL	PRESERVED_SPECIMEN	1	0
10kmE397N333	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	NL	HUMAN_OBSERVATION	1	0
10kmE398N336	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	5	0
10kmE264N194	3048831	Cakile maritima	835ac57e-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE267N192	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	2	0
10kmE395N329	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	11	0
10kmE276N219	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	4	1
10kmE398N336	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	16	0
10kmE392N323	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	NL	HUMAN_OBSERVATION	3	0
10kmE266N176	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	7	1
10kmE268N203	3048831	Cakile maritima	7fe3eb5c-42bd-49d7-a30b-82c353ef6575	PT	HUMAN_OBSERVATION	2	0
10kmE276N219	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	1	1
10kmE381N313	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	BE	HUMAN_OBSERVATION	4	1
10kmE390N319	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	11	0
10kmE394N318	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	21	1
10kmE395N322	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	1	0
10kmE395N330	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	NL	HUMAN_OBSERVATION	1	0
10kmE396N333	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	9	0
10kmE265N192	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	PT	HUMAN_OBSERVATION	1	0
10kmE266N176	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	PT	HUMAN_OBSERVATION	1	1
10kmE271N174	3048831	Cakile maritima	835ac57e-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	2	0
10kmE274N216	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	1	1
10kmE396N333	3048831	Cakile maritima	740df67d-5663-41a2-9d12-33ec33876c47	NL	HUMAN_OBSERVATION	37	0
10kmE277N223	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	1	1
10kmE387N318	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	NL	HUMAN_OBSERVATION	1	0
10kmE390N320	3048831	Cakile maritima	7a3679ef-5582-4aaa-81f0-8c2545cafc81	NL	HUMAN_OBSERVATION	1	0
10kmE265N192	3048831	Cakile maritima	8375dada-f762-11e1-a439-00145eb45e9a	PT	PRESERVED_SPECIMEN	1	0
10kmE402N338	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	2	0
10kmE411N336	3048831	Cakile maritima	14d5676a-2c54-4f94-9023-1e8dcd822aa0	NL	HUMAN_OBSERVATION	2	0
10kmE383N315	3048831	Cakile maritima	bfc6fe18-77c7-4ede-a555-9207d60d1d86	BE	HUMAN_OBSERVATION	378	1
10kmE395N322	3048831	Cakile maritima	8a863029-f435-446a-821e-275f4f641165	NL	HUMAN_OBSERVATION	8	1
10kmE395N326	3048831	Cakile maritima	15f819bd-6612-4447-854b-14d12ee1022d	NL	PRESERVED_SPECIMEN	11	0
10kmE486N332	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	HUMAN_OBSERVATION	1	1
10kmE277N174	3048831	Cakile maritima	50c9509d-22c7-4a22-a47d-8c48425ef4a7	PT	HUMAN_OBSERVATION	18	1
